,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
558,2749,2001,6269,27.4,12882,8078,4804,0,1716,285,0,99010,"633,665",127.3,5606,CASTLEREAGH,NSW,150.686816,-33.702167,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12403,Penrith,124,Sydney - Outer West and Blue Mountains,R1,-33.6719,150.6784,12403145822,12403145822,124031458,Castlereagh - Cranebrook,12403,Penrith,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Lindsay,,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Lindsay,Outer Metropolitan
559,2750,4579,17346,23.4,30633,17783,11871,979,4055,522,2,321400,"2,056,959",416.3,5608,EMU HEIGHTS,NSW,150.678551,-33.755476,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12403,Penrith,124,Sydney - Outer West and Blue Mountains,R1,-33.73521,150.6503,12403145924,12403145924,124031459,Emu Plains - Leonay,12403,Penrith,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Lindsay,24.40365028,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Lindsay,Outer Metropolitan
560,2752,857,1674,39.5,6005,3159,2846,0,661,196,0,43846,"280,617",57,5617,SILVERDALE,NSW,150.585995,-33.936534,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12701,Bringelly - Green Valley,127,Sydney - South West,R1,-33.9056974,150.6144729,12403146501,12403146501,124031465,Warragamba - Silverdale,12403,Penrith,124,Sydney - Outer West and Blue Mountains,2,2,2,2,Hume,,N1,PHN105,South Western Sydney,Camden,11450,Hume,Provincial
561,2753,1805,6174,23.3,13471,6647,6526,298,1438,366,1,182504,"1,168,028",235.2,5619,AGNES BANKS,NSW,150.646053,-33.604022,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,R3,-33.61529,150.71616,12404146603,12404146603,124041466,Richmond - Clarendon,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Macquarie,Provincial
562,2754,951,2305,34.1,6424,3955,2469,0,786,165,0,51263,"328,083",66.7,5627,NORTH RICHMOND,NSW,150.72802,-33.557893,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,R3,-33.5817778,150.7150959,12404146617,12404146617,124041466,Richmond - Clarendon,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,50.35385132,N1,PHN104,Nepean Blue Mountains,The Hills Shire,17420,Macquarie,Provincial
563,2756,3994,12972,23.3,32431,14561,17870,0,3019,975,0,344062,"2,201,995",448,5631,BLIGH PARK,NSW,150.88744,-33.466271,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,R3,-33.638,150.799,12404146744,12404146744,124041467,Windsor - Bligh Park,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,93.05556488,N1,PHN104,Nepean Blue Mountains,The Hills Shire,17420,Macquarie,Provincial
564,2757,101,291,21,928,303,625,0,61,40,0,9511,"60,868",12.3,5657,KURMOND,NSW,150.692086,-33.554839,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,R3,-33.5517656,150.7011034,11503130016,11503130016,115031300,Kurrajong Heights - Ebenezer,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,2,2,2,2,Macquarie,97.13750458,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Macquarie,Provincial
565,2758,1193,3150,28.6,8343,4251,4092,0,902,291,0,99390,"636,097",128.7,5658,BERAMBING,NSW,150.601824,-33.483614,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.5334,150.4438,11503129902,11503129902,115031299,Bilpin - Colo - St Albans,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,2,2,5,5,Macquarie,423.3858643,N1,PHN104,Nepean Blue Mountains,Hawkesbury,13800,Macquarie,Provincial
566,2759,3366,8886,34.5,20420,14176,5545,699,3068,296,2,215354,"1,378,264",282.8,5667,ERSKINE PARK,NSW,150.781767,-33.82252,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12405,St Marys,124,Sydney - Outer West and Blue Mountains,R1,-33.81323,150.80143,12405146907,12405146907,124051469,Erskine Park,12405,St Marys,124,Sydney - Outer West and Blue Mountains,1,1,1,1,McMahon,,N1,PHN104,Nepean Blue Mountains,Penrith,16350,McMahon,Outer Metropolitan
567,2760,3119,14039,20.6,18822,13086,5614,122,2892,226,1,199984,"1,279,896",260.5,5669,COLYTON,NSW,150.780073,-33.763976,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12405,St Marys,124,Sydney - Outer West and Blue Mountains,R1,-33.7830958,150.7954903,12405147113,12405158017,124051580,Colyton - Oxley Park,12405,St Marys,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Lindsay,52.00340271,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Lindsay,Outer Metropolitan
568,2761,4757,10310,41.8,28662,20049,8243,370,4314,441,2,161148,"1,031,345",210.9,5675,COLEBEE,NSW,150.84746,-33.742006,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603,Mount Druitt,116,Sydney - Blacktown,R1,-33.721,150.855,11602131202,11602131239,116021312,Riverstone - Marsden Park,11602,Blacktown - North,116,Sydney - Blacktown,1,1,1,1,Chifley,,N1,PHN103,Western Sydney,Blacktown,10750,Chifley,Outer Metropolitan
569,2762,2840,2129,,20805,14968,5837,0,2423,417,0,44600,"285,442",57.9,5682,SCHOFIELDS,NSW,150.880097,-33.700603,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11602,Blacktown - North,116,Sydney - Blacktown,R1,-33.7044482,150.8667511,11602131225,11602131225,116021312,Riverstone - Marsden Park,11602,Blacktown - North,116,Sydney - Blacktown,1,1,1,1,Greenway,42.94033051,N1,PHN103,Western Sydney,Blacktown,10750,Greenway,Outer Metropolitan
570,2763,3756,9334,36.9,19465,15273,4192,0,3442,314,0,116560,"745,987",150.1,5683,ACACIA GARDENS,NSW,150.89547,-33.725619,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11602,Blacktown - North,116,Sydney - Blacktown,R1,-33.7322,150.917,11602131116,11602156204,116021562,Acacia Gardens,11602,Blacktown - North,116,Sydney - Blacktown,1,1,1,1,Greenway,41.50616837,N1,PHN103,Western Sydney,Blacktown,10750,Greenway,Outer Metropolitan
571,2765,7632,5754,,65225,37791,24199,3235,5990,1636,6,218606,"1,399,076",284.9,23886,ANGUS,NSW,150.79576,-33.672237,Riverstone,,Updated 3-Dec-2022,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,R1,-33.6886,150.78165,12404146803,12404146803,124041468,Yarramundi - Londonderry,12404,Richmond - Windsor,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Greenway,,N1,PHN104,Nepean Blue Mountains,Blacktown,10750,Mitchell,Outer Metropolitan
572,2766,1717,5079,30.2,18889,6838,6377,5674,1536,172,9,195351,"1,250,245",256.8,5693,EASTERN CREEK,NSW,150.850764,-33.810388,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603,Mount Druitt,116,Sydney - Blacktown,R1,-33.8071983,150.8514864,11603131802,11603131802,116031318,Prospect Reservoir,11603,Mount Druitt,116,Sydney - Blacktown,1,1,1,1,Chifley,,N1,PHN103,Western Sydney,Fairfield,12850,McMahon,Outer Metropolitan
573,2767,3418,8204,39.4,14764,12406,2358,0,3232,186,0,86649,"554,553",111.5,20659,BUNGARRIBEE,NSW,150.8651828,-33.77972161,Sydney Metro,Delivery Area,Updated 6-Feb-2020,11603,Mount Druitt,116,Sydney - Blacktown,R1,-33.7778,150.864,11603131920,11603131920,116031319,Rooty Hill - Minchinbury,11603,Mount Druitt,116,Sydney - Blacktown,1,1,1,1,Chifley,36.21677017,N1,PHN103,Western Sydney,Blacktown,10750,Chifley,Outer Metropolitan
574,2768,4240,8898,43.4,22620,17386,5234,0,3858,382,0,112710,"721,344",145.2,5697,GLENWOOD,NSW,150.922732,-33.737863,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11602,Blacktown - North,116,Sydney - Blacktown,R1,-33.7398598,150.9385702,11602130932,11602130932,116021309,Glenwood,11602,Blacktown - North,116,Sydney - Blacktown,1,1,1,1,Greenway,,N1,PHN103,Western Sydney,Blacktown,10750,Greenway,Outer Metropolitan
575,2769,2799,6717,35.8,17879,12807,5072,0,2408,391,0,51657,"330,608",66.5,6,THE PONDS,NSW,150.9054927,-33.7054643,SEVEN HILLS DF,Delivery Area,Updated 25-Mar-2020 AUSPOST,11602,Blacktown - North,116,Sydney - Blacktown,R1,-33.7031923,150.9016476,11602131224,11602131240,116021312,Riverstone - Marsden Park,11602,Blacktown - North,116,Sydney - Blacktown,1,1,1,1,Greenway,57.94879532,N1,PHN103,Western Sydney,Blacktown,10750,Greenway,Outer Metropolitan
576,2770,4945,19398,23.8,26822,19935,6327,560,4619,324,2,262639,"1,680,888",338.4,5700,BIDWILL,NSW,150.810246,-33.756443,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603,Mount Druitt,116,Sydney - Blacktown,R1,-33.7315556,150.8231418,11603131323,11603131323,116031313,Bidwill - Hebersham - Emerton,11603,Mount Druitt,116,Sydney - Blacktown,1,1,1,1,Chifley,45.17899323,N1,PHN103,Western Sydney,Blacktown,10750,McMahon,Outer Metropolitan
577,2773,851,2218,34.2,4540,3354,1186,0,758,93,0,37305,"238,749",47.9,5713,GLENBROOK,NSW,150.626788,-33.768837,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.766667,150.619444,12401145007,12401145007,124011450,Blaxland - Warrimoo - Lapstone,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Macquarie,Provincial
578,2774,1704,4960,31.8,8620,6833,1787,0,1575,129,0,71831,"459,717",92.3,5715,BLAXLAND,NSW,150.62902,-33.732671,BLAXLAND EAST LPO,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.75,150.616667,12401145015,12401145015,124011450,Blaxland - Warrimoo - Lapstone,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,274.3155212,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Macquarie,Provincial
579,2775,249,852,26.1,1482,950,532,0,222,27,0,26881,"172,039",34.8,5719,CENTRAL MACDONALD,NSW,150.918639,-33.305478,WISEMANS FERRY LPO,Delivery Area,Updated 6-Feb-2020,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,R3,-33.332,150.975,11503129908,11503129908,115031299,Bilpin - Colo - St Albans,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,2,2,5,5,Macquarie,186.1221466,N1,PHN108,Hunter New England and Central Coast,Hawkesbury,13800,Robertson,Provincial
580,2776,632,1580,36.4,3099,2357,742,0,575,57,0,24214,"154,972",31.1,5452,FAULCONBRIDGE,NSW,150.553111,-33.666855,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.6863276,150.5501477,12401145438,12401145438,124011454,Springwood - Winmalee,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,394.1468811,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
581,2777,2460,6691,33.2,12863,9047,3667,149,2223,236,1,116062,"742,795",149.2,5453,HAWKESBURY HEIGHTS,NSW,150.587962,-33.692534,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.666667,150.65,12401145406,12401145406,124011454,Springwood - Winmalee,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,,N1,PHN104,Nepean Blue Mountains,Penrith,16350,Macquarie,Provincial
582,2778,428,983,41.2,1892,1614,278,0,405,23,0,15917,"101,870",20.4,5459,LINDEN,NSW,150.484549,-33.728545,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.715556,150.496111,12401145322,12401145322,124011453,Lawson - Hazelbrook - Linden,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
583,2779,673,2099,30,3129,2516,613,0,629,44,0,28924,"185,112",37.1,5461,HAZELBROOK,NSW,150.45933,-33.7237,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7284065,150.4573297,12401145309,12401145309,124011453,Lawson - Hazelbrook - Linden,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,645.5775146,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
584,2780,1697,7128,22.2,8845,6290,2555,0,1579,118,0,111048,"710,709",145.9,5462,KATOOMBA,NSW,150.435639,-33.832923,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7125,150.311944,12401145237,12401145237,124011452,Katoomba - Leura,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,564.1245117,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
585,2782,935,3014,29.1,4707,3772,935,0,876,59,0,48722,"311,823",62.5,5467,WENTWORTH FALLS,NSW,150.366015,-33.704416,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7206345,150.3790612,12401145511,12401145511,124011455,Wentworth Falls,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,899.0571899,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
586,2783,373,1155,30.1,1735,1306,429,0,348,25,0,19343,"123,795",24.8,5468,LAWSON,NSW,150.431839,-33.725566,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7256417,150.4370338,12401145318,12401145318,124011453,Lawson - Hazelbrook - Linden,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,708.3209229,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
587,2784,208,559,35.1,898,735,163,0,196,12,0,8394,"53,723",10.8,5469,BULLABURRA,NSW,150.407048,-33.729916,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.7279709,150.4167407,12401145305,12401145305,124011453,Lawson - Hazelbrook - Linden,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,1,1,1,1,Macquarie,753.793335,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
588,2785,772,2958,24.7,3845,2962,883,0,730,42,0,4489,"28,731",5.9,5470,BLACKHEATH,NSW,150.181517,-33.707725,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.635556,150.283611,12401144913,12401144913,124011449,Blackheath - Megalong Valley,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,2,2,3,3,Macquarie,503.9207153,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
589,2786,215,899,21.8,1076,805,271,0,196,19,0,5224,"33,431",6.7,5473,BELL,NSW,150.317795,-33.533055,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.514,150.279,12401144908,12401144908,124011449,Blackheath - Megalong Valley,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,2,2,5,5,Macquarie,1017.1427,N1,PHN104,Nepean Blue Mountains,Blue Mountains,10900,Macquarie,Provincial
590,2787,678,2143,27.7,5818,2694,1130,1994,593,84,1,40069,"256,440",52.5,5478,BLACK SPRINGS,NSW,150.153221,-34.06024,OBERON LPO,Delivery Area,Updated 6-Feb-2020,12403,Penrith,124,Sydney - Outer West and Blue Mountains,R3,-33.8602079,149.7364678,10301106106,10301106106,103011061,Oberon,10301,Bathurst,103,Central West,2,2,5,5,Calare,,N2,PHN107,Western NSW,Wollondilly,18400,Hume,Provincial
591,2790,1948,7506,22.6,12611,7756,4429,426,1696,250,2,162605,"1,040,672",214.3,5498,BEN BULLEN,NSW,150.356874,-33.310653,LITHGOW DC,Delivery Area,Updated 6-Feb-2020,12401,Blue Mountains,124,Sydney - Outer West and Blue Mountains,R3,-33.239963,150.0194427,10303107128,10303107128,103031071,Lithgow Region,10303,Lithgow - Mudgee,103,Central West,2,2,5,5,Calare,1068.461304,N2,PHN107,Western NSW,Lithgow,14870,Calare,Rural
592,2791,62,156,31.4,470,232,238,0,49,13,0,6491,"41,540",9.2,5524,CARCOAR,NSW,149.164475,-33.634941,CARCOAR LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.6143701,149.141477,10304107611,10304107611,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,,N2,PHN107,Western NSW,Blayney,10850,Calare,Rural
593,2792,61,208,25.5,489,253,236,0,53,8,0,7418,"47,478",10.5,5526,BURNT YARDS,NSW,149.08632,-33.626627,MANDURAMA LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.6030108,149.0544341,10304107616,10304107616,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,,N2,PHN107,Western NSW,Blayney,10850,Riverina,Rural
594,2793,217,590,34.9,1062,922,140,0,206,11,0,15976,"102,248",22.7,5528,DARBYS FALLS,NSW,148.90873,-33.783955,WOODSTOCK LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.9201944,148.8678613,10302106414,10302106414,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,2,2,5,5,Riverina,865.3840942,N2,PHN107,Western NSW,Cowra,12350,Riverina,Rural
595,2794,1838,4577,34.8,11845,7057,4542,246,1591,246,1,140984,"902,298",201,5531,BUMBALDRY,NSW,148.664838,-33.898505,COWRA DC,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.8403676,148.3834564,10302106410,10302106410,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,,N2,PHN110,Murrumbidgee,Cowra,12350,Riverina,Rural
596,2795,6172,19197,27.9,41582,26221,15062,299,5357,814,1,475978,"3,046,258",665.7,5538,ABERCROMBIE,NSW,149.474401,-33.820797,BATHURST DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.39,149.565,10301105835,10301105835,103011058,Bathurst,10301,Bathurst,103,Central West,2,2,3,3,Calare,-3492,N2,PHN107,Western NSW,Oberon,16100,Calare,Rural
597,2797,76,187,34.2,465,305,160,0,64,12,0,3750,"24,003",5.3,5353,GARLAND,NSW,148.952525,-33.605124,LYNDHURST LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.7323312,149.033162,10304107617,10304107617,103041076,Blayney,10304,Orange,103,Central West,3,3,5,5,Calare,,N2,PHN107,Western NSW,Blayney,10850,Riverina,Rural
598,2798,363,954,32.3,2183,1511,672,0,308,55,0,29101,"186,248",41.3,5355,BENEREE,NSW,149.158755,-33.462193,New South Wales Country 2,,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.5096,149.099,10304107616,10304107616,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,913.7802124,N2,PHN107,Western NSW,Blayney,10850,Calare,Rural
599,2799,522,1734,25.7,4140,2196,1343,601,446,75,1,24870,"159,170",35.3,5363,BARRY,NSW,149.267666,-33.571335,BLAYNEY LPO,Delivery Area,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.6459172,149.2700343,10304107619,10304107619,103041076,Blayney,10304,Orange,103,Central West,2,2,5,5,Calare,874.7857666,N2,PHN107,Western NSW,Blayney,10850,Riverina,Rural
600,2800,6523,20369,27.5,46400,27734,17319,1347,5601,919,3,462098,"2,957,429",658.9,5370,AMMERDOWN,NSW,149.116263,-33.233929,Orange,,Updated 6-Feb-2020,10304,Orange,103,Central West,R3,-33.2496,149.072,10304107835,10304107835,103041078,Orange - North,10304,Orange,103,Central West,2,2,3,3,Calare,717.1773071,N2,PHN107,Western NSW,Orange,16150,Calare,Rural
601,2803,71,152,40.8,667,297,370,0,62,9,0,10863,"69,523",15.4,5412,BENDICK MURRELL,NSW,148.523704,-34.176731,COWRA DC,Delivery Area,Updated 6-Feb-2020,10101,Goulburn - Yass,101,Capital Region,R3,-34.165,148.451111,10101100611,10106154412,101061544,Young Region,10106,Young - Yass,101,Capital Region,3,3,5,5,Riverina,454.0947266,N2,PHN110,Murrumbidgee,Hilltops,13910,Riverina,Rural
602,2804,652,1223,47.3,4043,2641,1402,0,578,74,0,32462,"207,757",46,5415,BILLIMARI,NSW,148.633991,-33.539564,CANOWINDRA LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.6687317,148.6336864,10302106417,10302106417,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,3,3,5,5,Calare,330.5340881,N2,PHN107,Western NSW,Cowra,12350,Riverina,Rural
603,2805,68,198,28.3,428,236,192,0,56,12,0,8188,"52,406",12,5420,GOOLOOGONG,NSW,148.420031,-33.64991,GOOLOOGONG LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.6525088,148.4401655,10302106410,10302106410,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,289.213562,N2,PHN107,Western NSW,Cowra,12350,Riverina,Rural
604,2806,146,420,29.5,1153,640,513,0,124,22,0,12064,"77,208",17.6,5421,EUGOWRA,NSW,148.375577,-33.375562,EUGOWRA LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.3984728,148.3260629,10302106517,10302106517,103021065,Forbes,10302,Lachlan Valley,103,Central West,3,3,5,5,Calare,,N2,PHN107,Western NSW,Cabonne,11400,Riverina,Rural
605,2807,100,216,42.1,509,398,111,0,91,9,0,8077,"51,695",11.5,5424,KOORAWATHA,NSW,148.562165,-34.036494,COWRA DC,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-34.0130993,148.577239,10302106412,10302106412,103021064,Cowra Region,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,,N2,PHN110,Murrumbidgee,Cowra,12350,Riverina,Rural
606,2808,47,196,21.9,241,198,43,0,43,4,0,6043,"38,678",8.6,5425,WYANGALA,NSW,149.02317,-33.976987,WOODSTOCK LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-33.9954583,148.9435575,10101100615,10106154401,101061544,Young Region,10106,Young - Yass,101,Capital Region,3,3,5,5,Riverina,,N2,PHN110,Murrumbidgee,Cowra,12350,Riverina,Rural
607,2809,51,113,38.9,297,213,84,0,44,7,0,6341,"40,584",9.3,5426,GREENETHORPE,NSW,148.432316,-33.972859,GREENETHORPE LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-34.0414059,148.3945107,10302106610,10302106610,103021066,Grenfell,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,414.789978,N2,PHN107,Western NSW,Cowra,12350,Riverina,Rural
608,2810,623,1691,31.7,4143,2521,1622,0,536,87,0,44326,"283,686",64.8,5427,BIMBI,NSW,148.054607,-33.902869,GRENFELL LPO,Delivery Area,Updated 6-Feb-2020,10302,Lachlan Valley,103,Central West,R3,-34.027003,147.9457306,10302106612,10302106612,103021066,Grenfell,10302,Lachlan Valley,103,Central West,3,3,5,5,Riverina,344.8609619,N2,PHN107,Western NSW,Weddin,18100,Riverina,Rural
609,2817,47,157,24.2,300,186,114,0,38,9,0,10570,"67,650",15.6,16710,TONDERBURINE,NSW,148.7629,-31.3306,,,Updated 25-Mar-2020 SA3,10503,Dubbo,105,Far West and Orana,R3,-31.3471,148.817,10503110406,10503110406,105031104,Gilgandra,10503,Dubbo,105,Far West and Orana,3,3,5,5,Parkes,464.988678,N2,PHN107,Western NSW,Gilgandra,12950,Parkes,
610,2818,133,354,31.4,836,554,282,0,111,22,0,14895,"95,325",21.9,16712,BENOLONG,NSW,148.6686,-32.5009,,,Added 23-Nov-2018,10503,Dubbo,105,Far West and Orana,R3,-32.4304,148.698,10503110303,10503110303,105031103,Dubbo Region,10503,Dubbo,105,Far West and Orana,3,3,5,5,Calare,322.3870239,N2,PHN107,Western NSW,Dubbo Regional,12390,Calare,Rural
611,2820,1044,3075,29.4,397104,3938,2279,390887,903,139,2,56651,"362,569",83.5,5435,APSLEY,NSW,148.989227,-32.553282,WELLINGTON DELIVERY,Delivery Area,Updated 6-Feb-2020,10503,Dubbo,105,Far West and Orana,R3,-32.6062098,148.9607564,10503110611,10503110611,105031106,Wellington,10503,Dubbo,105,Far West and Orana,3,3,5,5,Calare,,N2,PHN107,Western NSW,Dubbo Regional,12390,Calare,Rural
612,2821,1163,1983,51.4,17873,3994,2488,11391,1020,141,2,78374,"501,596",115.5,5176,BURROWAY,NSW,148.110385,-32.255249,NARROMINE DELIVERY,Delivery Area,Updated 6-Feb-2020,10503,Dubbo,105,Far West and Orana,R3,-32.1106255,148.3310525,10503110502,10503110502,105031105,Narromine,10503,Dubbo,105,Far West and Orana,3,3,5,5,Parkes,231.9313507,N2,PHN107,Western NSW,Narromine,15850,Parkes,Rural
613,2822,48,208,16.8,450,201,249,0,35,13,0,10781,"68,996",15.9,16716,BALLADORAN,NSW,148.558,-31.8948,,,Updated 25-Mar-2020 SA3,10503,Dubbo,105,Far West and Orana,R3,-31.7826,148.644,10503110403,10503110403,105031104,Gilgandra,10503,Dubbo,105,Far West and Orana,3,3,5,5,Parkes,320.7853699,N2,PHN107,Western NSW,Gilgandra,12950,Parkes,
614,2823,358,614,49.5,2077,1287,790,0,304,54,0,38714,"247,769",57,5179,BUNDEMAR,NSW,147.838499,-32.07687,TRANGIE LPO,Delivery Area,Updated 6-Feb-2020,10503,Dubbo,105,Far West and Orana,R3,-31.7165272,147.970772,10503110518,10503110518,105031105,Narromine,10503,Dubbo,105,Far West and Orana,3,3,5,5,Parkes,213.6096954,N2,PHN107,Western NSW,Narromine,15850,Parkes,Rural
