,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
641,2864,168,356,40.4,1175,678,497,0,144,24,0,18718,"119,798",26.6
642,2865,228,397,53.7,57010,918,220,55872,213,14,1,10159,"65,019",14.4
643,2866,499,1277,33.3,42320,2047,1217,39056,425,73,1,32379,"207,225",45.9
644,2867,123,292,39.0,725,582,143,0,114,9,0,17085,"109,343",25.2
645,2868,134,297,40.7,803,615,188,0,121,13,0,16333,"104,528",24.0
646,2869,314,734,38.7,8477,1252,586,6639,284,29,1,39128,"250,422",57.6
647,2870,2207,4875,40.1,169645,9179,4269,156197,1956,244,7,158354,"1,013,462",232.2
648,2871,1421,4253,28.4,71040,5710,3893,61437,1208,212,1,167535,"1,072,227",245.7
649,2873,164,285,49.5,932,628,304,0,141,23,0,17142,"109,710",25.3
650,2874,116,226,47.3,571,463,108,0,107,9,0,12971,"83,014",19.1
651,2875,188,544,30.5,7774,809,245,6720,166,21,1,30124,"192,791",44.4
652,2876,71,194,34.0,387,329,58,0,66,5,0,16243,"103,956",23.7
653,2877,792,1762,38.8,5309,3221,2088,0,683,109,0,51935,"332,386",76.6
654,2878,70,173,32.4,447,236,211,0,56,14,0,15254,"97,623",22.7
655,2879,259,425,50.8,1648,882,766,0,216,43,0,16176,"103,529",25.4
656,2880,5627,9625,53.0,81063,18877,9186,53000,5102,524,1,197925,"1,266,719",311.7
657,2898,43,262,15.6,171,150,21,0,41,2,0,0,0,0.0
658,2899,555,2401,22.0,1770,1209,561,0,528,27,0,0,0,0.0
659,2900,235,612,34.3,2642,1067,883,692,210,24,1,27020,"172,931",38.0
660,2902,2123,5932,31.1,12726,8788,3695,243,1842,280,1,88107,"563,883",124.5
661,2903,1182,3816,27.4,6966,5166,1800,0,1044,138,0,57331,"366,921",81.0
662,2904,2048,5065,35.2,24070,7844,3376,12850,1785,262,1,75987,"486,318",107.4
663,2905,3707,11286,29.2,22277,16882,5395,0,3300,407,0,156473,"1,001,426",221.0
664,2906,2199,6418,30.6,13463,10056,3407,0,1962,237,0,94273,"603,345",133.2
665,2911,543,2936,13.1,5420,2156,3264,0,386,157,0,53195,"340,449",75.2
666,2912,441,1792,20.6,4324,1821,1426,1077,370,68,3,34281,"219,399",47.4
667,2913,4263,15877,22.9,27030,18569,8461,0,3628,635,0,165915,"1,061,855",229.9
668,2914,3528,11695,24.6,25071,15640,8831,600,2878,649,1,113265,"724,896",156.9
669,3000,75,641,5.6,1688,171,1517,0,36,39,0,117652,"752,976",145.5
670,3002,79,708,9.3,683,277,406,0,66,13,0,23720,"151,809",29.2
671,3003,108,851,9.4,1506,338,1168,0,80,28,0,67817,"434,028",84.5
672,3004,17,33,,346,25,321,0,6,11,0,0,0,0.0
673,3006,41,362,3.0,2068,62,1098,908,11,25,5,45170,"289,086",55.9
674,3008,107,213,36.6,2169,176,1332,661,78,27,2,43764,"280,088",54.3
675,3011,971,6304,14.1,5795,3386,2409,0,886,85,0,108622,"695,182",134.5
676,3012,1558,10534,13.6,9806,5761,3845,200,1428,129,1,269117,"1,722,349",337.7
677,3013,1052,6242,16.0,5270,4031,1239,0,999,53,0,88707,"567,726",111.7
678,3015,1213,7359,15.7,6171,4549,1244,378,1152,60,1,118341,"757,383",148.4
679,3016,1126,5936,17.4,5964,4053,1911,0,1030,96,0,102060,"653,182",128.4
680,3018,1322,6425,19.1,7924,4384,3363,177,1225,96,1,135695,"868,446",170.3
681,3019,593,4487,12.3,3876,2225,1250,401,553,39,1,65027,"416,171",80.0
682,3020,3481,17272,18.7,21577,11944,8182,1451,3222,256,3,382940,"2,450,816",477.7
683,3021,4158,19939,20.5,19119,17046,1598,475,4092,64,2,277602,"1,776,656",342.2
684,3022,231,1387,16.0,1152,813,339,0,222,9,0,20136,"128,873",25.3
685,3023,6953,22760,29.4,37431,28407,6666,2358,6684,264,5,367514,"2,352,090",460.8
686,3024,4685,10453,43.6,25961,23362,1961,638,4558,125,2,133253,"852,819",171.8
687,3025,856,5208,14.7,8194,2999,3330,1865,764,88,4,177332,"1,134,922",224.0
688,3026,623,61,,16381,2739,9433,4209,430,183,10,467328,"2,990,901",601.0
689,3027,1051,3817,27.0,5375,5093,282,0,1031,20,0,39121,"250,372",48.8
690,3028,2639,11744,21.9,12156,10079,2077,0,2567,72,0,160904,"1,029,784",201.1
691,3029,18134,37196,46.9,113135,87573,19496,6066,17431,686,17,686327,"4,392,494",864.0
692,3030,13390,46204,27.8,77534,61198,12247,4089,12866,516,8,584210,"3,738,941",730.5
693,3031,749,5101,13.8,3703,2475,1228,0,704,45,0,73902,"472,974",91.7
694,3032,1536,9139,16.0,7576,6048,1528,0,1459,77,0,139424,"892,317",171.8
695,3033,1033,6235,15.5,5454,3998,1456,0,967,66,0,95922,"613,904",118.8
696,3034,764,5232,13.8,3697,2990,707,0,722,42,0,62479,"399,868",77.0
697,3036,535,2388,20.6,2858,2282,576,0,493,42,0,43523,"278,545",53.6
698,3037,5035,18676,25.9,25220,21535,2985,700,4831,202,2,270719,"1,732,605",333.6
699,3038,2585,9643,25.7,15769,10899,1969,2901,2483,99,3,178548,"1,142,709",220.0
700,3039,727,4524,15.0,3660,2670,990,0,677,50,0,73588,"470,965",90.7
701,3040,1374,8492,14.7,7494,5178,2074,242,1249,124,1,132349,"847,033",163.0
702,3041,772,4630,15.6,4373,3177,1196,0,722,50,0,83852,"536,651",103.5
703,3042,1087,8176,11.8,7323,3869,2979,475,963,123,1,131145,"839,327",161.8
704,3043,1518,8237,16.4,10649,5454,5048,147,1348,169,1,212462,"1,359,756",264.5
705,3044,1590,12654,12.0,7325,6021,1304,0,1517,73,0,133729,"855,869",165.0
706,3045,12,3,,2529,5,716,1808,2,9,1,82655,"528,992",102.4
707,3046,1928,14642,12.7,8844,7221,1623,0,1857,71,0,170194,"1,089,241",209.8
708,3047,1426,6451,20.6,11776,5859,3059,2858,1330,93,3,139003,"889,620",171.0
709,3048,1601,6224,24.5,8821,6920,1901,0,1522,79,0,103531,"662,595",128.6
710,3049,816,3851,20.3,4231,3565,666,0,781,35,0,59935,"383,582",73.8
711,3051,229,2638,7.6,1575,727,848,0,200,29,0,51824,"331,670",64.3
712,3052,134,1028,10.2,2001,432,1168,401,105,26,3,39844,"255,000",49.2
713,3053,142,1666,6.7,1825,380,912,533,112,29,1,36653,"234,576",45.2
714,3054,367,3081,11.6,1565,1282,283,0,358,9,0,29194,"186,841",36.0
715,3055,727,4212,16.6,3106,2630,476,0,698,29,0,53971,"345,415",66.5
716,3056,1334,9167,13.5,8046,4544,2799,703,1237,95,2,124886,"799,271",154.9
717,3057,510,4043,11.7,2430,1756,674,0,473,37,0,45578,"291,701",56.3
718,3058,2713,14545,17.3,15125,10220,4273,632,2519,192,2,212155,"1,357,792",263.7
719,3059,2330,6457,31.8,15077,10954,3943,180,2055,274,1,109825,"702,878",135.5
720,3060,829,5630,14.0,4095,3327,768,0,790,39,0,78044,"499,480",96.4
721,3061,790,1726,25.0,16131,2292,11762,2077,432,351,7,281606,"1,802,277",357.1
722,3063,78,197,29.9,610,332,278,0,59,19,0,12917,"82,669",15.9
723,3064,13683,30502,41.9,85437,69395,13065,2977,12790,889,4,458474,"2,934,232",567.4
724,3065,285,2519,10.4,1522,905,617,0,263,22,0,38551,"246,723",47.4
725,3066,219,1482,12.3,1725,699,1026,0,183,36,0,38942,"249,232",47.9
726,3067,232,1919,10.3,1731,779,952,0,197,35,0,42441,"271,621",52.8
727,3068,1027,6059,16.2,4589,3639,950,0,984,43,0,69562,"445,196",85.7
728,3070,1984,9371,20.4,8646,7357,1289,0,1914,70,0,110085,"704,542",135.8
729,3071,1241,7137,16.6,6425,4663,1762,0,1182,59,0,90623,"579,986",112.2
730,3072,2261,14073,15.1,12844,8627,3633,584,2126,133,2,231745,"1,483,169",287.7
731,3073,3274,25475,12.3,15625,11990,3635,0,3125,149,0,289243,"1,851,154",358.1
732,3074,1727,7803,19.1,14038,6437,7342,259,1489,237,1,245807,"1,573,163",308.0
733,3075,1750,8772,19.2,8630,7407,1223,0,1683,67,0,118416,"757,861",145.9
734,3076,3500,14186,23.1,21496,13885,5900,1711,3279,215,6,243880,"1,560,833",301.3
735,3078,1019,4194,22.5,5662,3882,1780,0,945,74,0,69548,"445,110",86.4
736,3079,1084,5466,18.0,6437,4297,1841,299,983,100,1,89515,"572,896",110.4
737,3081,916,6499,12.5,6398,2998,2651,749,813,100,3,107650,"688,960",134.5
738,3082,2512,10897,22.4,12258,10627,1329,302,2445,66,1,162783,"1,041,809",200.7
739,3083,2673,11673,21.7,16159,10219,3038,2902,2529,140,4,184131,"1,178,440",227.5
740,3084,1896,9898,18.0,9636,7478,1859,299,1779,116,1,137790,"881,858",169.9
741,3085,1012,5772,16.8,4733,4028,705,0,970,42,0,75956,"486,117",93.7
742,3087,687,3975,16.6,3268,2734,534,0,661,26,0,45586,"291,752",56.2
743,3088,2216,10936,19.4,11226,9193,1567,466,2123,90,3,146327,"936,493",180.6
744,3089,1208,4488,25.2,6493,5130,1363,0,1129,79,0,68359,"437,494",84.3
745,3090,252,857,21.4,1928,944,984,0,183,69,0,22332,"142,924",27.5
746,3091,235,544,33.1,1738,924,814,0,180,55,0,21693,"138,834",26.7
747,3093,322,1511,18.2,2245,1252,993,0,275,47,0,26765,"171,296",33.0
748,3094,703,3928,17.2,3312,2871,441,0,674,29,0,43007,"275,246",53.0
749,3095,2404,9539,23.4,13035,10136,2715,184,2234,169,1,169203,"1,082,897",209.0
750,3096,205,653,28.6,1020,786,234,0,187,18,0,12669,"81,082",15.6
751,3097,214,471,37.2,1374,808,566,0,175,39,0,22153,"141,780",26.0
752,3099,596,1894,28.6,3179,2347,832,0,542,54,0,44846,"287,013",57.5
753,3101,1269,8202,13.8,7948,5037,2692,219,1131,137,1,130518,"835,313",160.9
754,3102,427,2469,16.1,2172,1669,503,0,397,30,0,36154,"231,387",44.6
755,3103,906,5929,14.1,4919,3738,1181,0,836,70,0,86330,"552,515",106.4
756,3104,1350,7746,15.8,7902,5948,1954,0,1225,125,0,113613,"727,120",140.1
757,3105,774,4318,16.8,3945,3229,716,0,727,47,0,64722,"414,218",80.0
758,3106,1517,6400,21.7,8393,6307,1887,199,1390,126,1,105764,"676,892",130.4
759,3107,968,5730,16.0,4928,4072,856,0,915,53,0,73015,"467,298",90.0
760,3108,1508,7930,18.1,8403,6686,1418,299,1437,70,1,119752,"766,411",147.8
761,3109,2029,10321,18.9,11103,9102,1358,643,1952,76,1,149825,"958,880",184.7
762,3111,1171,4616,22.7,7085,4579,1889,617,1050,119,2,77452,"495,694",91.2
763,3113,949,2958,28.6,5242,3750,1492,0,845,104,0,59403,"380,176",69.9
764,3114,390,1239,26.6,2432,1583,849,0,329,61,0,31866,"203,944",37.5
765,3115,428,1285,28.5,2689,1717,972,0,366,62,0,36971,"236,612",43.5
766,3116,1148,4137,26.2,6353,4900,1053,400,1084,63,1,79844,"511,000",94.2
767,3121,942,8088,10.6,7082,3107,2195,1780,856,81,5,131063,"838,801",161.8
768,3122,704,4483,14.2,4199,2798,1401,0,638,66,0,97978,"627,058",120.7
769,3123,554,3765,13.0,3644,2138,1157,349,491,62,1,63526,"406,568",78.3
770,3124,1216,7688,14.5,6737,4920,1817,0,1118,98,0,123734,"791,900",152.5
771,3125,953,5880,15.3,5311,3487,1219,605,897,55,1,86602,"554,252",107.2
772,3126,403,3009,12.0,3369,1608,873,888,360,42,1,49557,"317,164",61.1
773,3127,1162,6940,15.8,5620,4744,876,0,1098,64,0,98317,"629,231",121.2
774,3128,1056,6344,15.3,6033,3957,2076,0,972,84,0,111118,"711,157",137.5
775,3129,1146,7191,15.2,5465,4540,925,0,1090,56,0,91212,"583,756",112.7
776,3130,2484,13337,17.7,12390,9835,2555,0,2356,128,0,179526,"1,148,968",221.8
777,3131,1868,10191,17.1,10255,7189,3066,0,1745,123,0,138989,"889,530",164.3
778,3132,1192,7071,15.8,6413,4700,1389,324,1116,75,1,97007,"620,843",114.9
779,3133,2275,8881,24.6,11127,9387,1740,0,2187,88,0,137031,"876,996",161.8
780,3134,2675,13285,18.6,15753,10639,4810,304,2476,197,2,224682,"1,437,963",265.3
781,3135,1635,8387,18.5,8587,6508,2079,0,1548,87,0,109042,"697,871",128.4
782,3136,3924,20000,18.8,19765,15810,3419,536,3754,168,2,272311,"1,742,791",321.5
783,3137,1503,6827,20.0,10018,5632,3472,914,1362,139,2,134057,"857,968",159.7
784,3138,2185,9178,23.0,9977,8875,1102,0,2115,70,0,128600,"823,040",151.5
785,3139,1779,5168,31.0,10858,7089,3769,0,1604,175,0,176130,"1,127,235",207.1
786,3140,1727,7665,20.9,9730,6871,2859,0,1600,127,0,135056,"864,355",159.6
787,3141,332,3284,9.0,1896,1261,635,0,297,35,0,64446,"412,457",79.4
788,3142,329,3625,7.0,2710,1248,1462,0,253,76,0,66274,"424,157",81.7
789,3143,282,2227,11.2,1701,1073,628,0,250,32,0,42823,"274,065",52.7
790,3144,471,3395,12.3,3056,1904,1152,0,417,54,0,58149,"372,150",71.7
791,3145,1212,8332,13.5,6405,4823,1326,256,1125,86,1,130603,"835,862",160.9
792,3146,1415,8478,15.3,7660,5864,1796,0,1293,122,0,118414,"757,849",146.1
793,3147,1125,4991,21.3,5629,4586,1043,0,1061,64,0,73706,"471,719",90.9
794,3148,596,3377,17.0,2741,2319,422,0,574,22,0,41750,"267,198",52.4
795,3149,2972,10509,26.7,14902,12133,2769,0,2806,166,0,214318,"1,371,636",269.3
796,3150,5748,21976,24.7,28823,23909,4659,255,5439,308,1,351639,"2,250,487",414.4
797,3151,969,3978,23.5,5450,3669,770,1011,936,32,1,60299,"385,915",75.7
798,3152,3523,13383,25.4,18638,15524,2483,631,3404,118,1,200067,"1,280,427",235.9
799,3153,2190,8844,21.5,18393,8051,8652,1690,1899,285,6,263117,"1,683,949",315.6
800,3154,419,1609,24.8,2002,1706,296,0,399,20,0,25337,"162,155",29.8
801,3155,2087,10537,19.0,10398,8105,1971,322,2005,81,1,141819,"907,641",167.7
802,3156,4094,15127,25.7,22088,16608,4021,1459,3884,208,2,242146,"1,549,733",285.6
803,3158,542,2571,20.2,2709,2251,458,0,520,22,0,32663,"209,045",38.5
804,3159,230,979,22.1,1100,937,163,0,216,14,0,18245,"116,770",21.4
805,3160,767,3555,20.3,3979,3118,861,0,722,45,0,53845,"344,605",63.3
806,3161,549,5019,9.1,3812,2343,1469,0,455,94,0,74246,"475,175",91.5
807,3162,901,6661,12.3,5085,3802,1283,0,821,80,0,86187,"551,597",106.2
808,3163,1475,11679,12.1,7031,5797,1234,0,1410,65,0,127022,"812,944",156.7
809,3165,1821,9403,18.5,9323,7634,1459,230,1740,80,1,149182,"954,763",187.6
810,3166,1434,9975,13.2,8822,5545,2642,635,1317,116,1,152947,"978,862",193.5
811,3167,770,3906,18.6,4551,3177,1374,0,727,43,0,84410,"540,226",107.4
812,3168,846,7773,9.4,10638,2985,3585,4068,727,115,4,184416,"1,180,260",233.4
813,3169,1517,8328,17.0,9557,6241,2456,860,1418,98,1,165047,"1,056,302",210.1
814,3170,1848,7848,22.1,11714,7762,3345,607,1737,108,3,169958,"1,087,733",214.3
815,3171,1792,7712,21.5,12052,7101,3313,1638,1659,129,4,152140,"973,697",192.7
816,3172,2127,8752,23.3,11353,9254,2099,0,2037,90,0,133685,"855,583",168.6
817,3173,3684,10572,33.0,22083,16455,4827,801,3492,189,3,208362,"1,333,519",264.2
818,3174,2808,15162,17.9,15036,11736,2300,1000,2717,88,3,194265,"1,243,294",243.9
819,3175,4231,22325,15.8,50842,15614,25799,9429,3521,693,17,864959,"5,535,737",1106.0
820,3177,892,5042,17.2,4136,3636,500,0,869,23,0,58445,"374,049",69.2
821,3178,4173,11605,34.6,20700,16912,3091,697,4017,155,1,221104,"1,415,068",261.5
822,3179,666,2224,27.7,5368,2632,1963,773,616,48,2,75510,"483,262",89.1
823,3180,926,3260,26.3,5515,3487,2028,0,857,69,0,94426,"604,325",113.1
824,3181,414,4311,8.9,2226,1533,693,0,382,32,0,67683,"433,172",83.4
825,3182,411,3304,11.1,2517,1450,895,172,368,42,1,61591,"394,184",75.9
826,3183,485,3143,14.4,2403,1790,613,0,454,31,0,55558,"355,574",68.5
827,3184,486,2306,20.1,2177,1883,294,0,464,22,0,43814,"280,408",54.0
828,3185,563,3565,14.6,2848,2215,633,0,521,42,0,59338,"379,764",73.1
829,3186,1240,9063,11.9,7847,5015,2832,0,1076,164,0,132398,"847,346",163.2
830,3187,1145,6639,16.1,6046,4407,1639,0,1066,79,0,83916,"537,060",105.4
831,3188,1132,6953,15.1,5827,4656,1171,0,1049,83,0,85243,"545,553",107.0
832,3189,627,2290,23.0,5089,2268,2821,0,527,100,0,127292,"814,670",163.6
833,3190,619,4722,12.1,3371,2524,847,0,573,46,0,64223,"411,028",81.0
834,3191,691,3716,16.9,3952,2905,1047,0,628,63,0,54565,"349,218",68.5
835,3192,1633,8583,17.2,10786,6528,3806,452,1479,152,2,188769,"1,208,121",238.8
836,3193,1476,7930,17.0,8417,6555,1862,0,1347,129,0,105399,"674,551",132.3
837,3194,779,6396,11.2,6051,3243,1609,1199,718,59,2,104870,"671,170",132.2
838,3195,3323,12963,23.2,23823,13592,9245,986,3002,317,4,317830,"2,034,115",404.7
839,3196,2184,8629,24.2,10403,8577,1826,0,2090,94,0,131556,"841,958",165.2
840,3197,1223,5380,21.8,5355,4517,838,0,1173,50,0,60576,"387,689",76.1
841,3198,1708,9296,17.2,8671,6124,2385,162,1599,108,1,130887,"837,676",161.9
842,3199,4944,26681,17.6,27134,19311,4634,3189,4692,248,4,346419,"2,217,080",424.4
843,3200,418,2712,15.1,1697,1546,151,0,409,9,0,28073,"179,667",34.4
844,3201,2625,9402,25.8,16368,10053,6315,0,2423,202,0,178075,"1,139,679",226.4
845,3202,230,961,21.6,1896,919,977,0,208,22,0,37618,"240,754",47.1
846,3204,1888,10808,16.4,9979,7852,2127,0,1775,113,0,146030,"934,591",183.3
847,3205,277,2867,8.5,2194,948,1012,234,243,33,1,51453,"329,299",63.5
848,3206,393,3873,9.6,1830,1435,395,0,373,20,0,46072,"294,859",56.8
849,3207,467,4275,9.0,5250,1549,3049,652,383,82,2,164446,"1,052,456",205.0
850,3211,245,507,41.2,1653,927,726,0,209,36,0,26116,"167,141",33.6
851,3212,2331,7155,31.0,12553,9861,2060,632,2218,110,3,181305,"1,160,355",234.4
852,3213,537,1385,32.9,3893,2534,1359,0,455,82,0,62087,"397,356",79.9
853,3214,2306,11530,19.5,12008,7969,2351,1688,2246,58,2,222049,"1,421,113",281.2
854,3215,1889,9866,17.9,11202,7179,4023,0,1763,126,0,208446,"1,334,055",263.8
855,3216,6111,27545,21.2,38095,24178,5816,8101,5845,264,2,370115,"2,368,737",463.7
856,3217,1604,4600,32.5,10572,8464,1958,150,1497,106,1,62120,"397,569",78.0
857,3218,1118,5628,18.8,6002,4466,1536,0,1057,61,0,90871,"581,573",113.7
858,3219,2073,11090,18.0,9826,7368,2259,199,1996,76,1,151229,"967,867",190.3
859,3220,1385,8378,14.5,11018,5182,5186,650,1216,168,1,168508,"1,078,452",212.2
860,3221,472,267,,1756,1387,369,0,453,19,0,14722,"94,221",18.4
861,3222,2600,7452,32.9,14226,11216,3010,0,2452,148,0,40165,"257,058",50.2
862,3223,1685,6798,23.8,8297,7127,1170,0,1620,65,0,100625,"644,000",129.6
863,3224,1857,7802,22.5,9904,7509,2195,200,1756,100,1,156181,"999,561",197.1
864,3225,1033,3554,27.7,5084,4144,940,0,983,50,0,56669,"362,684",70.9
865,3226,2509,8876,27.2,12131,10179,1952,0,2411,98,0,1171,"7,494",1.5
866,3227,923,2933,29.3,7848,3865,936,3047,860,61,2,13990,"89,534",17.6
867,3228,3042,10925,25.8,17885,13154,3952,779,2815,225,2,151419,"969,084",189.8
868,3230,698,2918,22.3,3695,2813,882,0,652,46,0,1160,"7,424",1.5
869,3231,417,2016,19.5,2126,1817,309,0,393,24,0,13949,"89,276",17.5
870,3232,167,1823,8.3,960,639,321,0,151,16,0,1092,"6,986",1.3
871,3233,423,2445,15.8,2571,1778,793,0,386,37,0,7328,"46,898",8.7
872,3234,52,997,4.7,354,261,93,0,47,5,0,2213,"14,164",2.6
873,3235,98,238,37.8,558,436,122,0,90,8,0,7677,"49,135",9.6
874,3236,58,147,38.1,251,231,20,0,56,2,0,4277,"27,371",5.1
875,3237,43,188,17.6,402,153,249,0,33,10,0,7682,"49,162",9.1
876,3238,56,196,26.5,281,215,66,0,52,4,0,5757,"36,845",6.8
877,3239,71,259,23.2,455,267,188,0,60,11,0,10508,"67,252",12.5
878,3240,378,813,42.2,2194,1662,532,0,343,35,0,26374,"168,792",32.9
879,3241,438,1145,35.1,2903,1827,774,302,402,35,1,30802,"197,130",38.5
880,3242,165,441,34.5,899,676,223,0,152,13,0,6667,"42,669",8.3
881,3243,53,189,25.9,290,214,76,0,49,4,0,10118,"64,757",12.0
882,3249,441,1426,27.8,2620,1666,954,0,397,44,0,68669,"439,482",81.4
883,3250,1183,6316,17.2,8290,4508,2043,1739,1085,95,3,128544,"822,679",153.2
884,3251,70,241,27.8,335,296,39,0,67,3,0,8449,"54,072",10.9
885,3254,58,136,38.2,352,191,161,0,52,6,0,4435,"28,383",5.3
886,3260,475,2275,18.8,3235,1922,1313,0,427,48,0,46303,"296,338",54.9
887,3264,260,979,23.1,1881,1022,859,0,226,34,0,3707,"23,728",4.6
888,3265,368,1107,25.7,4125,1299,2826,0,284,84,0,60371,"386,376",75.2
889,3266,353,1370,22.0,2883,1366,1517,0,301,52,0,37305,"238,751",44.2
890,3267,27,97,21.6,224,117,107,0,21,6,0,5168,"33,076",6.1
891,3268,338,1174,22.7,3112,1232,1880,0,267,71,0,42211,"270,152",52.6
892,3269,100,416,19.2,800,375,425,0,80,20,0,12274,"78,556",14.6
893,3270,33,364,8.5,159,138,21,0,31,2,0,5813,"37,201",7.3
894,3271,41,102,28.4,314,143,171,0,29,12,0,9591,"61,385",11.9
895,3272,247,815,27.9,1500,1034,466,0,227,20,0,15711,"100,547",19.6
896,3273,19,77,20.8,121,81,40,0,16,3,0,5081,"32,521",6.3
897,3274,43,114,35.1,215,173,42,0,40,3,0,8366,"53,545",10.4
898,3275,45,218,19.7,232,209,23,0,43,2,0,4931,"31,559",6.2
899,3276,58,240,20.4,461,231,230,0,49,9,0,12576,"80,489",15.7
900,3277,189,800,20.0,1697,775,922,0,160,29,0,31670,"202,691",39.7
901,3278,48,154,26.0,357,208,149,0,40,8,0,4741,"30,344",5.9
902,3279,35,98,31.6,190,140,50,0,31,4,0,6445,"41,251",8.0
903,3280,2595,15797,15.3,15457,10455,4501,501,2415,178,2,272067,"1,741,228",340.6
904,3281,256,655,34.2,1936,1079,857,0,224,32,0,22351,"143,044",27.9
905,3282,269,1102,22.3,1613,1121,492,0,246,23,0,26560,"169,982",33.2
906,3283,177,539,28.8,1167,727,440,0,155,22,0,25506,"163,241",31.8
907,3284,421,2404,16.3,2589,1742,847,0,391,30,0,8438,"54,003",10.6
908,3285,169,606,26.1,890,701,189,0,158,11,0,21141,"135,304",26.6
909,3286,67,328,19.8,325,295,30,0,65,2,0,12000,"76,800",15.3
910,3287,46,181,23.8,242,190,52,0,43,3,0,13031,"83,399",16.2
911,3289,117,416,26.0,632,463,169,0,108,9,0,13620,"87,171",17.3
912,3292,56,354,15.5,248,236,12,0,55,1,0,199,"1,275",0.2
913,3293,48,163,28.2,201,175,26,0,46,2,0,12202,"78,095",15.5
914,3294,129,452,25.4,801,554,247,0,115,14,0,18898,"120,949",24.0
915,3300,969,5163,17.4,5769,3899,1870,0,897,72,0,16708,"106,934",21.3
916,3301,142,591,22.2,795,626,169,0,131,11,0,38680,"247,552",49.2
917,3302,51,190,25.8,290,219,71,0,49,2,0,11773,"75,345",15.0
918,3303,35,179,17.9,300,165,135,0,32,3,0,10232,"65,485",12.7
919,3304,403,1321,28.7,2279,1657,622,0,379,24,0,48338,"309,363",60.1
920,3305,1654,6336,25.1,8204,6810,1394,0,1593,61,0,179270,"1,147,327",225.1
921,3309,14,67,17.9,79,58,21,0,12,2,0,2444,"15,639",3.0
